PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST_AIRPORT_ID,DEST,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
0,66000,0,7962,VIQ,Volga-Dnepr Airlines,10466,AZA,US,United States,12731,KMC,SA,Saudi Arabia,2014,12
0,49940,0,7917,VIQ,Volga-Dnepr Airlines,12266,IAH,US,United States,14380,DMM,SA,Saudi Arabia,2014,3
0,113562,0,7037,ADB,Antonov Company,15016,STL,US,United States,12731,KMC,SA,Saudi Arabia,2014,5
0,73920,0,7962,VIQ,Volga-Dnepr Airlines,10466,AZA,US,United States,12731,KMC,SA,Saudi Arabia,2014,9
0,59337,0,6524,KAQ,Kalitta Air LLC,12478,JFK,US,United States,14645,RUH,SA,Saudi Arabia,2014,12
0,29100,0,7680,L2,Lynden Air Cargo Airlines,11652,FCS,US,United States,14645,RUH,SA,Saudi Arabia,2014,1
0,0,0,7680,L2,Lynden Air Cargo Airlines,14645,RUH,SA,Saudi Arabia,11652,FCS,US,United States,2014,1
0,2640,0,6548,SV,Saudi Arabian Airlines Corp,10821,BWI,US,United States,12472,JED,SA,Saudi Arabia,2014,5
0,144760,0,7962,VIQ,Volga-Dnepr Airlines,10466,AZA,US,United States,12731,KMC,SA,Saudi Arabia,2014,6
3,2640,0,6982,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,14633,RST,US,United States,2014,2
10,0,0,6524,SVW,"Global Jet Luxembourg, Sa",14645,RUH,SA,Saudi Arabia,12478,JFK,US,United States,2014,3
10,0,0,6788,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,14122,PIT,US,United States,2014,1
24,220,0,6707,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,10821,BWI,US,United States,2014,5
54,2640,0,6707,SV,Saudi Arabian Airlines Corp,10821,BWI,US,United States,14645,RUH,SA,Saudi Arabia,2014,5
69,0,0,8260,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,14645,RUH,SA,Saudi Arabia,2014,3
76,0,0,6524,SV,Saudi Arabian Airlines Corp,12478,JFK,US,United States,14645,RUH,SA,Saudi Arabia,2014,2
92,0,0,8260,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12892,LAX,US,United States,2014,3
153,1518,0,8327,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12892,LAX,US,United States,2014,3
